Player,Game Type,Rk,G,Date,Age,Tm,Venue,Opp,Outcome,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Game
LeBron James,Regular Season,40,40,1/12/11,26-013,MIA,@,LAC,L (-6),1,39:44:00,11,24,0.458,3,6,0.5,2,5,0.4,2,6,8,6,0,0,3,1,27,588
LeBron James,Regular Season,43,41,1/18/11,26-019,MIA,,ATL,L (-4),1,44:17:00,11,30,0.367,2,10,0.2,10,11,0.909,2,8,10,7,2,0,6,3,34,589
LeBron James,Regular Season,44,42,1/22/11,26-023,MIA,,TOR,W (+17),1,38:00:00,14,29,0.483,1,3,0.333,9,14,0.643,1,10,11,6,2,1,1,2,38,590
LeBron James,Regular Season,45,43,1/27/11,26-028,MIA,@,NYK,L (-5),1,42:32:00,7,24,0.292,0,2,0,10,12,0.833,2,9,11,5,2,2,4,3,24,591
LeBron James,Regular Season,46,44,1/28/11,26-029,MIA,,DET,W (+1),1,44:19:00,15,25,0.6,2,4,0.5,7,10,0.7,0,8,8,9,1,2,3,1,39,592
LeBron James,Regular Season,47,45,1/30/11,26-031,MIA,@,OKC,W (+5),1,40:13:00,7,14,0.5,2,5,0.4,7,11,0.636,0,4,4,13,4,3,4,3,23,593
LeBron James,Regular Season,48,46,1/31/11,26-032,MIA,,CLE,W (+27),1,31:22:00,7,14,0.5,0,0,,10,11,0.909,1,3,4,8,0,2,2,1,24,594
LeBron James,Regular Season,49,47,2/3/11,26-035,MIA,@,ORL,W (+4),1,42:39:00,17,25,0.68,3,5,0.6,14,17,0.824,2,9,11,8,1,1,3,2,51,595
LeBron James,Regular Season,50,48,2/4/11,26-036,MIA,@,CHA,W (+12),1,36:39:00,7,13,0.538,0,3,0,5,6,0.833,1,7,8,9,0,0,3,3,19,596
LeBron James,Regular Season,51,49,2/6/11,26-038,MIA,,LAC,W (+18),1,35:37:00,6,15,0.4,0,2,0,0,2,0,1,5,6,4,4,0,6,2,12,597
LeBron James,Regular Season,52,50,2/8/11,26-040,MIA,,IND,W (+5),1,41:44:00,15,23,0.652,2,5,0.4,9,13,0.692,3,10,13,8,3,1,4,1,41,598
LeBron James,Regular Season,53,51,2/11/11,26-043,MIA,@,DET,W (+14),1,34:43:00,7,17,0.412,0,2,0,2,3,0.667,0,8,8,10,4,0,3,0,16,599
LeBron James,Regular Season,54,52,2/13/11,26-045,MIA,@,BOS,L (-3),1,43:28:00,10,21,0.476,0,2,0,2,3,0.667,1,6,7,7,1,0,4,2,22,600
LeBron James,Regular Season,55,53,2/15/11,26-047,MIA,@,IND,W (+7),1,40:55:00,11,20,0.55,1,3,0.333,4,6,0.667,1,5,6,5,2,2,5,1,27,601
LeBron James,Regular Season,56,54,2/16/11,26-048,MIA,@,TOR,W (+8),1,37:38:00,8,18,0.444,0,2,0,7,10,0.7,3,10,13,8,0,0,5,1,23,602
LeBron James,Regular Season,57,55,2/22/11,26-054,MIA,,SAC,W (+20),1,30:24:00,14,26,0.538,3,6,0.5,0,3,0,2,6,8,3,0,0,3,4,31,603
LeBron James,Regular Season,58,56,2/24/11,26-056,MIA,@,CHI,L (-4),1,41:26:00,12,21,0.571,0,4,0,5,6,0.833,0,10,10,5,2,1,2,1,29,604
LeBron James,Regular Season,59,57,2/25/11,26-057,MIA,,WAS,W (+8),1,42:46:00,5,11,0.455,0,1,0,15,19,0.789,1,8,9,7,1,3,1,2,25,605
LeBron James,Regular Season,60,58,2/27/11,26-059,MIA,,NYK,L (-5),1,39:08:00,10,20,0.5,1,5,0.2,6,8,0.75,0,7,7,5,3,1,5,2,27,606
LeBron James,Regular Season,61,59,3/3/11,26-063,MIA,,ORL,L (-3),1,39:56:00,11,16,0.688,0,2,0,7,7,1,2,4,6,4,0,2,2,2,29,607
LeBron James,Regular Season,62,60,3/4/11,26-064,MIA,@,SAS,L (-30),1,36:08:00,11,19,0.579,1,3,0.333,3,7,0.429,3,5,8,7,1,0,4,2,26,608
LeBron James,Regular Season,63,61,3/6/11,26-066,MIA,,CHI,L (-1),1,41:50:00,10,18,0.556,1,2,0.5,5,6,0.833,3,5,8,6,2,0,2,2,26,609
LeBron James,Regular Season,64,62,3/8/11,26-068,MIA,,POR,L (-9),1,45:32:00,14,20,0.7,2,4,0.5,1,4,0.25,1,10,11,8,1,0,4,3,31,610
LeBron James,Regular Season,65,63,3/10/11,26-070,MIA,,LAL,W (+6),1,42:16:00,7,17,0.412,0,3,0,5,7,0.714,1,7,8,9,1,0,1,1,19,611
LeBron James,Regular Season,66,64,3/12/11,26-072,MIA,,MEM,W (+33),1,31:55:00,10,16,0.625,2,4,0.5,5,6,0.833,1,4,5,5,1,2,3,1,27,612
LeBron James,Regular Season,67,65,3/14/11,26-074,MIA,,SAS,W (+30),1,41:31:00,8,19,0.421,0,1,0,5,5,1,0,6,6,8,0,2,2,3,21,613
LeBron James,Regular Season,68,66,3/16/11,26-076,MIA,,OKC,L (-11),1,39:30:00,8,21,0.381,0,3,0,3,3,1,0,8,8,3,1,1,1,0,19,614
LeBron James,Regular Season,69,67,3/18/11,26-078,MIA,@,ATL,W (+21),1,30:54:00,16,21,0.762,5,7,0.714,6,7,0.857,0,2,2,3,0,0,4,2,43,615
LeBron James,Regular Season,70,68,3/19/11,26-079,MIA,,DEN,W (+5),1,40:40:00,15,25,0.6,1,4,0.25,2,2,1,0,6,6,2,2,0,5,3,33,616
LeBron James,Regular Season,71,69,3/23/11,26-083,MIA,@,DET,W (+6),1,42:05:00,8,16,0.5,0,3,0,3,4,0.75,3,5,8,7,0,0,3,3,19,617
LeBron James,Regular Season,72,70,3/25/11,26-085,MIA,,PHI,W (+12),1,41:01:00,11,17,0.647,1,4,0.25,9,9,1,2,8,10,2,3,1,4,3,32,618
LeBron James,Regular Season,73,71,3/27/11,26-087,MIA,,HOU,W (+6),1,40:27:00,13,21,0.619,0,1,0,7,9,0.778,1,9,10,7,0,0,2,1,33,619
LeBron James,Regular Season,74,72,3/29/11,26-089,MIA,@,CLE,L (-12),1,43:17:00,10,21,0.476,1,5,0.2,6,10,0.6,0,10,10,12,0,0,3,3,27,620
LeBron James,Regular Season,75,73,3/30/11,26-090,MIA,@,WAS,W (+16),1,43:49:00,12,16,0.75,1,3,0.333,10,13,0.769,1,7,8,8,5,0,5,3,35,621
LeBron James,Regular Season,76,74,4/1/11,26-092,MIA,@,MIN,W (+19),1,42:53:00,11,20,0.55,0,1,0,5,7,0.714,2,4,6,10,3,1,3,2,27,622
LeBron James,Regular Season,77,75,4/3/11,26-094,MIA,@,NJN,W (+14),1,38:55:00,13,18,0.722,0,2,0,5,8,0.625,2,9,11,7,3,0,7,2,31,623
LeBron James,Regular Season,78,76,4/6/11,26-097,MIA,,MIL,L (-5),1,39:25:00,10,22,0.455,3,7,0.429,6,8,0.75,1,1,2,8,2,2,4,2,29,624
LeBron James,Regular Season,79,77,4/8/11,26-099,MIA,,CHA,W (+9),1,37:23:00,9,16,0.563,0,1,0,5,6,0.833,1,6,7,9,2,1,1,2,23,625
LeBron James,Regular Season,80,78,4/10/11,26-101,MIA,,BOS,W (+23),1,37:11:00,11,19,0.579,0,2,0,5,9,0.556,0,5,5,7,4,1,4,1,27,626
LeBron James,Regular Season,81,79,4/11/11,26-102,MIA,@,ATL,W (+8),1,42:39:00,10,21,0.476,2,4,0.5,12,14,0.857,1,9,10,7,3,0,7,1,34,627
LeBron James,Regular Season,1,1,12/25/11,26-360,MIA,@,DAL,W (+11),1,36:16:00,11,19,0.579,0,0,,15,19,0.789,3,7,10,6,2,2,3,3,37,628
LeBron James,Regular Season,2,2,12/27/11,26-362,MIA,,BOS,W (+8),1,36:00:00,9,14,0.643,0,0,,8,9,0.889,1,5,6,5,2,1,3,3,26,629
LeBron James,Regular Season,3,3,12/28/11,26-363,MIA,@,CHA,W (+1),1,38:49:00,13,23,0.565,0,0,,9,9,1,0,6,6,7,3,2,2,0,35,630
LeBron James,Regular Season,4,4,12/30/11,27-000,MIA,@,MIN,W (+2),1,37:13:00,16,26,0.615,0,1,0,2,4,0.5,1,7,8,10,4,1,4,2,34,631
LeBron James,Regular Season,5,5,1/1/12,27-002,MIA,,CHA,W (+39),1,28:02:00,6,10,0.6,0,0,,4,6,0.667,0,9,9,5,1,0,2,2,16,632
LeBron James,Regular Season,6,6,1/2/12,27-003,MIA,,ATL,L (-8),1,38:33:00,11,18,0.611,0,0,,6,9,0.667,2,5,7,6,0,0,4,1,28,633
LeBron James,Regular Season,7,7,1/4/12,27-005,MIA,,IND,W (+35),1,37:41:00,12,21,0.571,0,0,,9,11,0.818,2,6,8,13,2,0,2,2,33,634
LeBron James,Regular Season,9,8,1/7/12,27-008,MIA,@,NJN,W (+11),1,37:23:00,11,17,0.647,0,1,0,10,12,0.833,0,7,7,9,2,1,8,2,32,635
LeBron James,Regular Season,10,9,1/10/12,27-011,MIA,@,GSW,L (-5),1,42:33:00,10,19,0.526,0,2,0,6,8,0.75,1,10,11,7,2,0,5,1,26,636
LeBron James,Regular Season,11,10,1/11/12,27-012,MIA,@,LAC,L (-6),1,41:53:00,7,19,0.368,0,1,0,9,17,0.529,2,11,13,7,2,0,6,5,23,637
LeBron James,Regular Season,12,11,1/13/12,27-014,MIA,@,DEN,L (-13),1,37:11:00,13,20,0.65,3,5,0.6,6,11,0.545,1,4,5,6,2,1,4,0,35,638
LeBron James,Regular Season,13,12,1/17/12,27-018,MIA,,SAS,W (+22),1,34:53:00,12,21,0.571,4,6,0.667,5,9,0.556,1,4,5,10,0,0,4,0,33,639
LeBron James,Regular Season,14,13,1/19/12,27-020,MIA,,LAL,W (+11),1,37:13:00,12,27,0.444,2,3,0.667,5,7,0.714,3,5,8,8,4,3,3,4,31,640
LeBron James,Regular Season,15,14,1/21/12,27-022,MIA,,PHI,W (+21),1,35:47:00,12,17,0.706,0,0,,4,4,1,0,9,9,5,4,3,4,1,28,641
LeBron James,Regular Season,16,15,1/22/12,27-023,MIA,,MIL,L (-9),1,37:22:00,8,18,0.444,0,1,0,12,13,0.923,4,9,13,5,1,0,3,2,28,642
LeBron James,Regular Season,17,16,1/24/12,27-025,MIA,,CLE,W (+7),1,37:48:00,8,21,0.381,1,4,0.25,1,4,0.25,1,4,5,5,2,0,5,1,18,643
LeBron James,Regular Season,18,17,1/25/12,27-026,MIA,@,DET,W (+3),1,41:39:00,9,20,0.45,1,3,0.333,13,14,0.929,1,5,6,7,2,0,4,3,32,644
LeBron James,Regular Season,19,18,1/27/12,27-028,MIA,,NYK,W (+10),1,40:17:00,11,18,0.611,0,2,0,9,10,0.9,1,7,8,7,0,0,4,2,31,645
LeBron James,Regular Season,20,19,1/29/12,27-030,MIA,,CHI,W (+4),1,40:58:00,12,23,0.522,1,1,1,10,15,0.667,1,10,11,5,0,1,6,2,35,646
LeBron James,Regular Season,21,20,1/30/12,27-031,MIA,,NOH,W (+14),1,29:44:00,8,12,0.667,1,2,0.5,5,7,0.714,4,7,11,8,1,0,4,1,22,647
LeBron James,Regular Season,22,21,2/1/12,27-033,MIA,@,MIL,L (-8),1,40:17:00,14,24,0.583,4,7,0.571,8,10,0.8,0,8,8,5,2,0,7,1,40,648
LeBron James,Regular Season,23,22,2/3/12,27-035,MIA,@,PHI,W (+20),1,37:13:00,8,16,0.5,0,1,0,3,6,0.5,1,11,12,8,0,2,2,2,19,649
LeBron James,Regular Season,24,23,2/5/12,27-037,MIA,,TOR,W (+6),1,38:29:00,10,17,0.588,0,1,0,10,12,0.833,0,9,9,2,1,0,5,1,30,650
LeBron James,Regular Season,25,24,2/7/12,27-039,MIA,,CLE,W (+16),1,38:40:00,9,16,0.563,0,1,0,6,7,0.857,1,4,5,6,2,0,6,1,24,651
LeBron James,Regular Season,26,25,2/8/12,27-040,MIA,@,ORL,L (-13),1,39:15:00,5,15,0.333,0,2,0,7,10,0.7,0,6,6,10,3,0,3,0,17,652
LeBron James,Regular Season,27,26,2/10/12,27-042,MIA,@,WAS,W (+17),1,33:17:00,6,14,0.429,0,2,0,6,7,0.857,0,2,2,9,0,2,1,1,18,653
LeBron James,Regular Season,28,27,2/12/12,27-044,MIA,@,ATL,W (+20),1,30:26:00,6,15,0.4,1,3,0.333,10,12,0.833,3,10,13,6,1,0,2,1,23,654
LeBron James,Regular Season,29,28,2/13/12,27-045,MIA,@,MIL,W (+18),1,32:54:00,16,21,0.762,0,0,,3,3,1,3,5,8,3,1,0,2,3,35,655
LeBron James,Regular Season,30,29,2/14/12,27-046,MIA,@,IND,W (+15),1,33:24:00,7,15,0.467,2,5,0.4,7,8,0.875,2,7,9,7,4,0,2,2,23,656
LeBron James,Regular Season,31,30,2/17/12,27-049,MIA,@,CLE,W (+24),1,30:08:00,11,19,0.579,3,5,0.6,3,3,1,2,3,5,5,1,1,2,2,28,657
LeBron James,Regular Season,32,31,2/19/12,27-051,MIA,,ORL,W (+12),1,36:38:00,9,14,0.643,1,2,0.5,6,7,0.857,1,10,11,8,2,0,2,2,25,658
LeBron James,Regular Season,33,32,2/21/12,27-053,MIA,,SAC,W (+12),1,33:13:00,7,11,0.636,2,2,1,2,2,1,0,4,4,8,0,2,3,1,18,659
LeBron James,Regular Season,34,33,2/23/12,27-055,MIA,,NYK,W (+14),1,40:41:00,7,16,0.438,0,0,,6,6,1,1,8,9,8,5,2,4,3,20,660
LeBron James,Regular Season,35,34,3/1/12,27-062,MIA,@,POR,W (+14),1,41:02:00,13,22,0.591,2,2,1,10,12,0.833,2,9,11,6,5,1,0,1,38,661
LeBron James,Regular Season,36,35,3/2/12,27-063,MIA,@,UTA,L (-1),1,44:24:00,16,24,0.667,1,4,0.25,2,3,0.667,1,9,10,6,0,3,0,2,35,662
LeBron James,Regular Season,37,36,3/4/12,27-065,MIA,@,LAL,L (-10),1,43:02:00,12,26,0.462,0,4,0,1,3,0.333,7,6,13,7,3,2,3,1,25,663
LeBron James,Regular Season,38,37,3/6/12,27-067,MIA,,NJN,W (+30),1,29:36:00,9,11,0.818,1,1,1,2,2,1,1,8,9,6,0,0,5,0,21,664
LeBron James,Regular Season,39,38,3/7/12,27-068,MIA,,ATL,W (+3),1,41:40:00,12,20,0.6,0,3,0,7,10,0.7,4,7,11,2,1,2,2,1,31,665
LeBron James,Regular Season,40,39,3/10/12,27-071,MIA,,IND,W (+2),1,47:06:00,8,19,0.421,2,3,0.667,9,15,0.6,1,7,8,4,4,1,4,1,27,666
LeBron James,Regular Season,41,40,3/13/12,27-074,MIA,@,ORL,L (-6),1,42:25:00,7,20,0.35,2,4,0.5,3,3,1,3,8,11,8,1,1,6,0,19,667
LeBron James,Regular Season,42,41,3/14/12,27-075,MIA,@,CHI,L (-4),1,39:38:00,14,25,0.56,2,3,0.667,5,5,1,1,4,5,4,4,0,2,2,35,668
LeBron James,Regular Season,43,42,3/16/12,27-077,MIA,@,PHI,W (+6),1,38:15:00,12,20,0.6,0,2,0,5,8,0.625,2,5,7,8,2,2,1,0,29,669
LeBron James,Regular Season,44,43,3/18/12,27-079,MIA,,ORL,W (+10),1,38:58:00,4,14,0.286,0,1,0,6,8,0.75,0,12,12,7,5,0,4,4,14,670
LeBron James,Regular Season,45,44,3/20/12,27-081,MIA,,PHO,W (+4),1,37:54:00,8,18,0.444,0,3,0,4,6,0.667,1,7,8,6,2,2,3,2,20,671
LeBron James,Regular Season,46,45,3/23/12,27-084,MIA,@,DET,W (+15),1,37:26:00,6,15,0.4,0,3,0,5,5,1,0,6,6,10,4,1,5,0,17,672
LeBron James,Regular Season,47,46,3/25/12,27-086,MIA,@,OKC,L (-16),1,39:36:00,8,18,0.444,0,3,0,1,1,1,0,3,3,7,2,0,4,2,17,673
LeBron James,Regular Season,48,47,3/26/12,27-087,MIA,@,IND,L (-15),1,40:49:00,9,21,0.429,2,4,0.5,4,6,0.667,2,7,9,2,1,0,6,1,24,674
LeBron James,Regular Season,49,48,3/29/12,27-090,MIA,,DAL,W (+21),1,36:13:00,8,16,0.5,0,2,0,3,3,1,3,6,9,5,2,0,3,3,19,675
LeBron James,Regular Season,50,49,3/30/12,27-091,MIA,@,TOR,W (+12),1,38:31:00,11,18,0.611,0,2,0,4,6,0.667,1,3,4,9,1,0,3,0,26,676
LeBron James,Regular Season,51,50,4/1/12,27-093,MIA,@,BOS,L (-19),1,34:37:00,11,20,0.55,0,0,,1,2,0.5,2,2,4,0,0,1,2,1,23,677
LeBron James,Regular Season,52,51,4/3/12,27-095,MIA,,PHI,W (+6),1,38:04:00,15,25,0.6,1,2,0.5,10,13,0.769,3,3,6,4,3,1,4,0,41,678
LeBron James,Regular Season,53,52,4/4/12,27-096,MIA,,OKC,W (+5),1,41:30:00,10,20,0.5,3,7,0.429,11,13,0.846,1,6,7,10,4,1,2,2,34,679
LeBron James,Regular Season,54,53,4/6/12,27-098,MIA,,MEM,L (-15),1,37:38:00,8,19,0.421,2,6,0.333,3,4,0.75,2,4,6,6,2,0,3,0,21,680
LeBron James,Regular Season,55,54,4/8/12,27-100,MIA,,DET,W (+23),1,32:15:00,12,22,0.545,1,3,0.333,1,5,0.2,3,1,4,2,0,1,1,1,26,681
LeBron James,Regular Season,56,55,4/10/12,27-102,MIA,,BOS,L (-8),1,40:51:00,11,23,0.478,1,3,0.333,13,14,0.929,5,2,7,7,1,1,2,3,36,682
LeBron James,Regular Season,57,56,4/12/12,27-104,MIA,@,CHI,L (-10),1,47:18:00,11,24,0.458,3,6,0.5,5,7,0.714,1,5,6,5,1,1,4,1,30,683
LeBron James,Regular Season,58,57,4/13/12,27-105,MIA,,CHA,W (+23),1,28:44:00,7,16,0.438,0,1,0,5,7,0.714,1,8,9,5,2,1,2,1,19,684
LeBron James,Regular Season,59,58,4/15/12,27-107,MIA,@,NYK,W (+8),1,40:15:00,11,24,0.458,1,6,0.167,6,9,0.667,2,8,10,3,2,0,6,4,29,685
LeBron James,Regular Season,60,59,4/16/12,27-108,MIA,@,NJN,W (+3),1,35:12:00,11,19,0.579,1,2,0.5,14,15,0.933,1,5,6,7,2,1,4,2,37,686
LeBron James,Regular Season,61,60,4/18/12,27-110,MIA,,TOR,W (+24),1,30:12:00,12,15,0.8,1,1,1,3,4,0.75,0,5,5,4,2,0,5,0,28,687
LeBron James,Regular Season,62,61,4/19/12,27-111,MIA,,CHI,W (+11),1,35:20:00,8,18,0.444,1,2,0.5,10,12,0.833,0,11,11,6,0,1,1,3,27,688
LeBron James,Regular Season,64,62,4/22/12,27-114,MIA,,HOU,W (+9),1,35:52:00,11,21,0.524,1,3,0.333,9,10,0.9,1,7,8,5,1,2,5,1,32,689
LeBron James,Regular Season,1,1,10/30/12,27-305,MIA,,BOS,W (+13),1,28:52:00,10,16,0.625,2,4,0.5,4,5,0.8,1,9,10,3,2,0,0,2,26,690
LeBron James,Regular Season,2,2,11/2/12,27-308,MIA,@,NYK,L (-20),1,36:41:00,8,16,0.5,2,3,0.667,5,6,0.833,0,7,7,5,0,3,5,2,23,691
LeBron James,Regular Season,3,3,11/3/12,27-309,MIA,,DEN,W (+3),1,39:12:00,8,17,0.471,0,1,0,4,4,1,1,8,9,11,0,2,0,2,20,692
LeBron James,Regular Season,4,4,11/5/12,27-311,MIA,,PHO,W (+25),1,30:11:00,10,17,0.588,2,3,0.667,1,3,0.333,3,8,11,1,0,0,3,2,23,693
LeBron James,Regular Season,5,5,11/7/12,27-313,MIA,,BRK,W (+30),1,29:59:00,7,12,0.583,2,3,0.667,4,4,1,4,8,12,8,1,0,2,1,20,694
LeBron James,Regular Season,6,6,11/9/12,27-315,MIA,@,ATL,W (+6),1,35:40:00,10,17,0.588,0,2,0,1,3,0.333,2,9,11,9,1,0,2,2,21,695
LeBron James,Regular Season,7,7,11/11/12,27-317,MIA,@,MEM,L (-18),1,35:43:00,10,19,0.526,0,1,0,0,4,0,3,7,10,6,2,1,2,2,20,696
LeBron James,Regular Season,8,8,11/12/12,27-318,MIA,@,HOU,W (+3),1,39:55:00,14,26,0.538,5,8,0.625,5,8,0.625,1,9,10,6,0,0,0,1,38,697
LeBron James,Regular Season,9,9,11/14/12,27-320,MIA,@,LAC,L (-7),1,41:13:00,12,23,0.522,0,3,0,6,9,0.667,0,5,5,7,1,2,4,3,30,698
LeBron James,Regular Season,10,10,11/15/12,27-321,MIA,@,DEN,W (+5),1,41:57:00,11,23,0.478,0,1,0,5,6,0.833,1,6,7,12,1,3,4,0,27,699
LeBron James,Regular Season,11,11,11/17/12,27-323,MIA,@,PHO,W (+9),1,40:43:00,8,20,0.4,1,3,0.333,4,7,0.571,0,7,7,3,2,0,1,1,21,700
LeBron James,Regular Season,12,12,11/21/12,27-327,MIA,,MIL,W (+7),1,42:32:00,11,21,0.524,2,4,0.5,4,8,0.5,2,8,10,8,1,1,1,3,28,701
LeBron James,Regular Season,13,13,11/24/12,27-330,MIA,,CLE,W (+2),1,39:58:00,10,16,0.625,2,5,0.4,8,9,0.889,1,5,6,5,0,1,7,3,30,702
LeBron James,Regular Season,14,14,11/29/12,27-335,MIA,,SAS,W (+5),1,39:06:00,9,16,0.563,2,5,0.4,3,6,0.5,3,6,9,7,4,0,4,2,23,703
LeBron James,Regular Season,15,15,12/1/12,27-337,MIA,,BRK,W (+13),1,36:57:00,8,15,0.533,1,2,0.5,4,6,0.667,1,8,9,6,1,0,2,3,21,704
LeBron James,Regular Season,16,16,12/4/12,27-340,MIA,@,WAS,L (-4),1,42:53:00,12,24,0.5,1,4,0.25,1,3,0.333,2,11,13,11,3,2,3,1,26,705
LeBron James,Regular Season,17,17,12/6/12,27-342,MIA,,NYK,L (-20),1,38:35:00,11,20,0.55,3,5,0.6,6,9,0.667,2,8,10,9,3,0,2,0,31,706
LeBron James,Regular Season,18,18,12/8/12,27-344,MIA,,NOH,W (+16),1,35:55:00,11,16,0.688,0,0,,2,3,0.667,1,4,5,7,2,0,4,2,24,707
LeBron James,Regular Season,19,19,12/10/12,27-346,MIA,,ATL,W (+9),1,40:21:00,10,16,0.625,1,2,0.5,6,7,0.857,1,6,7,6,2,0,3,0,27,708
LeBron James,Regular Season,20,20,12/12/12,27-348,MIA,,GSW,L (-2),1,42:21:00,12,23,0.522,2,4,0.5,5,5,1,1,2,3,5,1,0,4,0,31,709
LeBron James,Regular Season,21,21,12/15/12,27-351,MIA,,WAS,W (+30),1,30:33:00,8,15,0.533,0,3,0,7,11,0.636,0,10,10,5,1,0,2,0,23,710
LeBron James,Regular Season,22,22,12/18/12,27-354,MIA,,MIN,W (+11),1,41:59:00,8,18,0.444,2,5,0.4,4,5,0.8,0,6,6,11,1,4,0,0,22,711
LeBron James,Regular Season,23,23,12/20/12,27-356,MIA,@,DAL,W (+15),1,30:55:00,9,13,0.692,3,5,0.6,3,4,0.75,0,9,9,5,1,1,5,0,24,712
LeBron James,Regular Season,24,24,12/22/12,27-358,MIA,,UTA,W (+16),1,37:30:00,11,20,0.55,1,1,1,7,10,0.7,1,8,9,7,0,0,4,0,30,713
LeBron James,Regular Season,25,25,12/25/12,27-361,MIA,,OKC,W (+6),1,41:52:00,12,20,0.6,0,3,0,5,5,1,3,5,8,9,2,1,3,3,29,714
LeBron James,Regular Season,26,26,12/26/12,27-362,MIA,@,CHA,W (+13),1,38:35:00,9,19,0.474,2,4,0.5,7,8,0.875,2,10,12,8,4,2,3,1,27,715
LeBron James,Regular Season,27,27,12/28/12,27-364,MIA,@,DET,L (-10),1,44:19:00,15,22,0.682,2,4,0.5,3,4,0.75,1,5,6,5,6,1,3,1,35,716
LeBron James,Regular Season,28,28,12/29/12,27-365,MIA,@,MIL,L (-19),1,36:29:00,11,20,0.55,1,2,0.5,3,5,0.6,1,5,6,7,2,1,6,2,26,717
LeBron James,Regular Season,29,29,12/31/12,28-001,MIA,@,ORL,W (+2),1,47:53:00,10,22,0.455,1,6,0.167,15,16,0.938,1,7,8,11,1,0,3,2,36,718
LeBron James,Regular Season,30,30,1/2/13,28-003,MIA,,DAL,W (+10),1,42:01:00,11,20,0.55,1,3,0.333,9,11,0.818,1,11,12,9,3,1,4,0,32,719
LeBron James,Regular Season,31,31,1/4/13,28-005,MIA,,CHI,L (-7),1,41:05:00,8,14,0.571,1,5,0.2,13,16,0.813,0,6,6,2,1,0,2,2,30,720
LeBron James,Regular Season,32,32,1/6/13,28-007,MIA,,WAS,W (+28),1,34:57:00,9,17,0.529,2,3,0.667,4,4,1,1,1,2,7,0,1,1,0,24,721
LeBron James,Regular Season,33,33,1/8/13,28-009,MIA,@,IND,L (-10),1,42:36:00,10,20,0.5,1,1,1,1,4,0.25,3,7,10,4,1,2,7,2,22,722
LeBron James,Regular Season,34,34,1/10/13,28-011,MIA,@,POR,L (-2),1,42:39:00,6,16,0.375,1,5,0.2,2,5,0.4,0,10,10,9,2,1,4,3,15,723
LeBron James,Regular Season,35,35,1/12/13,28-013,MIA,@,SAC,W (+29),1,29:08:00,7,10,0.7,0,1,0,6,7,0.857,1,4,5,7,5,2,1,0,20,724
LeBron James,Regular Season,36,36,1/14/13,28-015,MIA,@,UTA,L (-7),1,43:41:00,13,19,0.684,2,4,0.5,4,4,1,1,3,4,6,3,2,3,5,32,725
LeBron James,Regular Season,37,37,1/16/13,28-017,MIA,@,GSW,W (+17),1,30:32:00,11,20,0.55,1,5,0.2,2,3,0.667,1,6,7,10,1,0,1,2,25,726
LeBron James,Regular Season,38,38,1/17/13,28-018,MIA,@,LAL,W (+9),1,42:04:00,17,25,0.68,1,2,0.5,4,4,1,0,7,7,8,3,1,2,2,39,727
LeBron James,Regular Season,39,39,1/23/13,28-024,MIA,,TOR,W (+7),1,44:50:00,12,23,0.522,1,5,0.2,6,7,0.857,1,9,10,11,0,0,3,1,31,728
LeBron James,Regular Season,40,40,1/25/13,28-026,MIA,,DET,W (+22),1,33:01:00,9,14,0.643,0,1,0,5,6,0.833,1,6,7,7,1,0,2,0,23,729
LeBron James,Regular Season,41,41,1/27/13,28-028,MIA,@,BOS,L (-2),1,51:56:00,14,31,0.452,3,6,0.5,3,5,0.6,4,12,16,7,3,1,3,3,34,730
LeBron James,Regular Season,42,42,1/30/13,28-031,MIA,@,BRK,W (+20),1,34:17:00,10,18,0.556,3,4,0.75,1,4,0.25,2,7,9,7,2,0,4,2,24,731
LeBron James,Regular Season,43,43,2/1/13,28-033,MIA,@,IND,L (-13),1,41:58:00,9,17,0.529,1,3,0.333,9,11,0.818,1,5,6,3,1,1,3,4,28,732
LeBron James,Regular Season,44,44,2/3/13,28-035,MIA,@,TOR,W (+15),1,39:44:00,10,16,0.625,1,2,0.5,9,11,0.818,0,8,8,7,2,0,3,1,30,733
LeBron James,Regular Season,45,45,2/4/13,28-036,MIA,,CHA,W (+5),1,38:00:00,13,14,0.929,0,0,,5,6,0.833,0,8,8,8,2,0,5,1,31,734
LeBron James,Regular Season,46,46,2/6/13,28-038,MIA,,HOU,W (+6),1,36:37:00,11,18,0.611,3,6,0.5,7,10,0.7,1,5,6,5,0,2,4,2,32,735
LeBron James,Regular Season,47,47,2/8/13,28-040,MIA,,LAC,W (+22),1,30:59:00,9,11,0.818,4,5,0.8,8,11,0.727,1,4,5,6,0,2,5,3,30,736
LeBron James,Regular Season,48,48,2/10/13,28-042,MIA,,LAL,W (+10),1,36:15:00,12,18,0.667,1,2,0.5,7,8,0.875,1,6,7,4,3,0,4,4,32,737
LeBron James,Regular Season,49,49,2/12/13,28-044,MIA,,POR,W (+13),1,38:45:00,11,15,0.733,1,3,0.333,7,8,0.875,0,6,6,9,3,2,1,0,30,738
LeBron James,Regular Season,50,50,2/14/13,28-046,MIA,@,OKC,W (+10),1,40:02:00,14,24,0.583,4,8,0.5,7,9,0.778,3,9,12,7,2,0,4,3,39,739
